,soi,station,min_route_duration
328,Eastcote,Barking,70.9
329,Eastcote,Morden,67.41666666666667
330,Eastcote,Hounslow Central,57.86666666666667
331,Eastcote,Hounslow East,56.06666666666667
332,Eastcote,Osterley,55.483333333333334
333,Eastcote,Boston Manor,50.3
334,Eastcote,Wembley Central,40.38333333333333
335,Eastcote,North Wembley,43.6
336,Eastcote,Richmond,77.28333333333333
337,Eastcote,Preston Road,26.5
338,Eastcote,Wembley Park,27.683333333333334
339,Eastcote,Kingsbury,38.88333333333333
340,Eastcote,Queensbury,37.1
341,Eastcote,South Kenton,39.233333333333334
342,Eastcote,Kenton,31.95
343,Eastcote,Woodside Park,69.36666666666666
344,Eastcote,West Finchley,66.15
345,Eastcote,Totteridge & Whetstone,71.58333333333333
346,Eastcote,Northwick Park,23.3
347,Eastcote,Norwood Junction,64.18333333333334
348,Eastcote,Edmondton Green,74.33333333333333
349,Eastcote,Highams Park,72.93333333333334
350,Eastcote,Walthamstow Wood Street,69.76666666666667
351,Eastcote,Silver Street,71.93333333333334
352,Eastcote,Kenton,32.233333333333334
353,Eastcote,North Wembley,37.15
354,Eastcote,Manor Park,65.85
355,Eastcote,Ilford,72.18333333333334
356,Eastcote,Seven Kings,70.85
357,Eastcote,Goodmayes,80.35
358,Eastcote,Morden Road,73.43333333333334
359,Eastcote,Phipps Bridge,76.56666666666666
360,Eastcote,Belgrave Walk,84.3
361,Eastcote,Mitcham,77.98333333333333
362,Eastcote,Mitcham Junction (Tramlink),87.48333333333333
363,Eastcote,Beddington Lane,87.33333333333333
364,Eastcote,Therapia Lane,88.01666666666667
365,Eastcote,Ampere Way,85.5
366,Eastcote,Arena,93.51666666666667
367,Eastcote,Elmers End (Tramlink),95.81666666666666
368,Eastcote,Harrington Road,97.51666666666667
369,Eastcote,Birkbeck (Tramlink),90.35
370,Eastcote,Avenue Road,90.0
371,Eastcote,Beckenham Road,87.61666666666666
372,Eastcote,Beckenham Junction (Tramlink),82.71666666666667
373,Eastcote,WOOLWICH ARSENAL - DLR,71.43333333333334
374,Eastcote,Penge West,76.25
375,Eastcote,Anerley,73.96666666666667
376,Eastcote,South Kenton,38.81666666666667
377,Eastcote,Wembley Central,37.7
378,Eastcote,Barking,72.31666666666666
379,Eastcote,Richmond,69.06666666666666
380,Eastcote,Becontree,84.95
381,Eastcote,Dagenham Heathway,86.58333333333333
382,Eastcote,Buckhurst Hill,80.5
383,Eastcote,Edgware,54.88333333333333
384,Eastcote,Cockfosters,75.05
385,Eastcote,Oakwood,68.95
386,Eastcote,Ruislip Gardens,26.55
387,Eastcote,South Ruislip,25.833333333333332
388,Eastcote,Northolt,25.933333333333334
389,Eastcote,Hounslow West,56.93333333333333
390,Eastcote,South Harrow,16.366666666666667
391,Eastcote,Harrow & Wealdstone,28.783333333333335
392,Eastcote,High Barnet,75.28333333333333
393,Eastcote,West Harrow,12.516666666666667
394,Eastcote,Rayners Lane,8.316666666666666
395,Eastcote,North Harrow,21.316666666666666
396,Eastcote,Pinner,23.533333333333335
397,Eastcote,Harrow-on-the-Hill,15.15
398,Eastcote,Stanmore,39.266666666666666
399,Eastcote,Canons Park,37.65
400,Eastcote,Dagenham East,95.11666666666666
401,Eastcote,West Croydon,80.9
402,Eastcote,Bush Hill Park,90.96666666666667
403,Eastcote,Chingford,93.78333333333333
404,Eastcote,Enfield Town,90.35
405,Eastcote,Southbury,77.7
406,Eastcote,Headstone Lane,33.7
407,Eastcote,Chadwell Heath,85.85
408,Eastcote,Waddon Marsh,96.13333333333334
409,Eastcote,Wandle Park,84.71666666666667
410,Eastcote,Reeves Corner,80.93333333333334
411,Eastcote,Centrale,78.71666666666667
412,Eastcote,West Croydon (Tramlink),76.33333333333333
413,Eastcote,Wellesley Road,72.03333333333333
414,Eastcote,Church Street,76.9
415,Eastcote,George Street,74.81666666666666
416,Eastcote,East Croydon (Tramlink),71.13333333333334
417,Eastcote,Lebanon Road,77.1
418,Eastcote,Sandilands,77.73333333333333
419,Eastcote,Lloyd Park,88.9
420,Eastcote,Coombe Lane,88.05
421,Eastcote,Addiscombe,81.71666666666667
422,Eastcote,Blackhorse Lane,84.48333333333333
423,Eastcote,Woodside,81.68333333333334
424,Eastcote,Harrow & Wealdstone,28.683333333333334
425,Eastcote,Loughton,86.31666666666666
426,Eastcote,Debden,95.76666666666667
427,Eastcote,Theydon Bois,96.91666666666667
428,Eastcote,Epping,100.41666666666667
429,Eastcote,Elm Park,91.45
430,Eastcote,Hornchurch,92.7
431,Eastcote,Heathrow Terminals 1-2-3,53.88333333333333
432,Eastcote,Upminster Bridge,89.9
433,Eastcote,West Ruislip,30.016666666666666
434,Eastcote,Upminster,89.6
435,Eastcote,Hatton Cross,61.766666666666666
436,Eastcote,Northwood,27.95
437,Eastcote,Heathrow Terminal 5,61.93333333333333
438,Eastcote,Heathrow Terminal 4,85.78333333333333
439,Eastcote,Uxbridge,27.05
440,Eastcote,Hillingdon,21.083333333333332
441,Eastcote,Ickenham,18.266666666666666
442,Eastcote,Ruislip,19.333333333333332
443,Eastcote,Ruislip Manor,16.516666666666666
444,Eastcote,Northwood Hills,23.133333333333333
445,Eastcote,Emerson Park,110.55
446,Eastcote,Romford,87.96666666666667
447,Eastcote,Turkey Street,79.6
448,Eastcote,Upminster,89.6
449,Eastcote,Hatch End,37.31666666666667
450,Eastcote,Romford,79.78333333333333
451,Eastcote,Gidea Park,83.71666666666667
452,Eastcote,Harold Wood,87.11666666666666
453,Eastcote,Gravel Hill,94.2
454,Eastcote,Addington Village,94.26666666666667
455,Eastcote,New Addington,98.31666666666666
456,Eastcote,King Henry's Drive,97.28333333333333
457,Eastcote,Fieldway,95.1
458,Eastcote,Chorleywood,38.61666666666667
459,Eastcote,Rickmansworth,36.63333333333333
460,Eastcote,Moor Park,33.95
461,Eastcote,Croxley,41.56666666666667
462,Eastcote,Watford,45.21666666666667
463,Eastcote,Theobalds Grove,81.95
464,Eastcote,Carpenders Park,55.833333333333336
465,Eastcote,Chalfont & Latimer,43.016666666666666
466,Eastcote,Cheshunt,72.93333333333334
467,Eastcote,Watford High Street,61.733333333333334
468,Eastcote,Watford Junction,64.93333333333334
469,Eastcote,Bushey,56.3
470,Eastcote,Chesham,63.666666666666664
471,Eastcote,Amersham,57.2
472,Eastcote,Clapton,62.71666666666667
473,Eastcote,Crystal Palace,80.45
474,Eastcote,Brentwood,91.28333333333333
475,Eastcote,Shenfield,75.56666666666666
476,Eastcote,Woodgrange Park,73.85
477,Eastcote,Willesden Junction,53.11666666666667
